link_id,from_node_id,to_node_id,facility_type,dir_flag,length,lanes,capacity,free_speed,link_type_name,link_type,cost,geometry,macro_node_id,macro_link_id,meso_link_id,cell_type,additional_cost,mvmt_txt_id
0,0,1,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2164415 33.6539476, -112.2163939 33.6539965)",,1,0,1,0,
279,0,281,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2164415 33.6539476, -112.2163646 33.6539765)",,1,0,2,0,
1,1,2,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2163939 33.6539965, -112.2163462 33.6540453)",,1,0,1,0,
280,1,282,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2163939 33.6539965, -112.2163170 33.6540254)",,1,0,2,0,
2,2,3,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2163462 33.6540453, -112.2162985 33.6540942)",,1,0,1,0,
281,2,283,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2163462 33.6540453, -112.2162693 33.6540742)",,1,0,2,0,
3,3,4,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2162985 33.6540942, -112.2162509 33.6541430)",,1,0,1,0,
282,3,284,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2162985 33.6540942, -112.2162216 33.6541231)",,1,0,2,0,
4,4,5,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2162509 33.6541430, -112.2162032 33.6541919)",,1,0,1,0,
283,4,285,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2162509 33.6541430, -112.2161740 33.6541719)",,1,0,2,0,
5,5,6,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2162032 33.6541919, -112.2161556 33.6542407)",,1,0,1,0,
284,5,286,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2162032 33.6541919, -112.2161263 33.6542208)",,1,0,2,0,
6,6,7,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2161556 33.6542407, -112.2161079 33.6542896)",,1,0,1,0,
285,6,287,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2161556 33.6542407, -112.2160787 33.6542696)",,1,0,2,0,
7,7,8,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2161079 33.6542896, -112.2160602 33.6543384)",,1,0,1,0,
286,7,288,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2161079 33.6542896, -112.2160310 33.6543184)",,1,0,2,0,
8,8,9,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2160602 33.6543384, -112.2160126 33.6543872)",,1,0,1,0,
287,8,289,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2160602 33.6543384, -112.2159833 33.6543673)",,1,0,2,0,
9,9,10,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2160126 33.6543872, -112.2159649 33.6544361)",,1,0,1,0,
288,9,290,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2160126 33.6543872, -112.2159357 33.6544161)",,1,0,2,0,
10,10,11,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2159649 33.6544361, -112.2159173 33.6544849)",,1,0,1,0,
289,10,291,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2159649 33.6544361, -112.2158880 33.6544650)",,1,0,2,0,
11,11,12,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2159173 33.6544849, -112.2158696 33.6545338)",,1,0,1,0,
290,11,292,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2159173 33.6544849, -112.2158403 33.6545138)",,1,0,2,0,
12,12,13,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2158696 33.6545338, -112.2158219 33.6545826)",,1,0,1,0,
291,12,293,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2158696 33.6545338, -112.2157927 33.6545627)",,1,0,2,0,
13,13,14,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2158219 33.6545826, -112.2157743 33.6546315)",,1,0,1,0,
292,13,294,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2158219 33.6545826, -112.2157450 33.6546115)",,1,0,2,0,
14,14,15,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2157743 33.6546315, -112.2157266 33.6546803)",,1,0,1,0,
293,14,295,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2157743 33.6546315, -112.2156974 33.6546604)",,1,0,2,0,
15,15,16,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2157266 33.6546803, -112.2156789 33.6547292)",,1,0,1,0,
294,15,296,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2157266 33.6546803, -112.2156497 33.6547092)",,1,0,2,0,
16,16,17,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2156789 33.6547292, -112.2156313 33.6547780)",,1,0,1,0,
295,16,297,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2156789 33.6547292, -112.2156020 33.6547581)",,1,0,2,0,
17,17,18,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2156313 33.6547780, -112.2155836 33.6548269)",,1,0,1,0,
296,17,298,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2156313 33.6547780, -112.2155544 33.6548069)",,1,0,2,0,
18,18,19,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2155836 33.6548269, -112.2155360 33.6548757)",,1,0,1,0,
297,18,299,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2155836 33.6548269, -112.2155067 33.6548558)",,1,0,2,0,
19,19,20,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2155360 33.6548757, -112.2154883 33.6549246)",,1,0,1,0,
298,19,300,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2155360 33.6548757, -112.2154591 33.6549046)",,1,0,2,0,
20,20,21,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2154883 33.6549246, -112.2154406 33.6549734)",,1,0,1,0,
299,20,301,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2154883 33.6549246, -112.2154114 33.6549535)",,1,0,2,0,
21,21,22,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2154406 33.6549734, -112.2153930 33.6550223)",,1,0,1,0,
300,21,302,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2154406 33.6549734, -112.2153637 33.6550023)",,1,0,2,0,
22,22,23,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2153930 33.6550223, -112.2153453 33.6550711)",,1,0,1,0,
301,22,303,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2153930 33.6550223, -112.2153161 33.6550511)",,1,0,2,0,
23,23,24,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2153453 33.6550711, -112.2152976 33.6551199)",,1,0,1,0,
302,23,304,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2153453 33.6550711, -112.2152684 33.6551000)",,1,0,2,0,
24,24,25,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2152976 33.6551199, -112.2152500 33.6551688)",,1,0,1,0,
303,24,305,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2152976 33.6551199, -112.2152207 33.6551488)",,1,0,2,0,
25,25,26,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2152500 33.6551688, -112.2152023 33.6552176)",,1,0,1,0,
304,25,306,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2152500 33.6551688, -112.2151731 33.6551977)",,1,0,2,0,
26,26,27,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2152023 33.6552176, -112.2151547 33.6552665)",,1,0,1,0,
305,26,307,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2152023 33.6552176, -112.2151254 33.6552465)",,1,0,2,0,
27,27,28,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2151547 33.6552665, -112.2151070 33.6553153)",,1,0,1,0,
306,27,308,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2151547 33.6552665, -112.2150777 33.6552954)",,1,0,2,0,
28,28,29,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2151070 33.6553153, -112.2150593 33.6553642)",,1,0,1,0,
307,28,309,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2151070 33.6553153, -112.2150301 33.6553442)",,1,0,2,0,
29,29,30,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2150593 33.6553642, -112.2150117 33.6554130)",,1,0,1,0,
308,29,310,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2150593 33.6553642, -112.2149824 33.6553931)",,1,0,2,0,
30,30,31,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2150117 33.6554130, -112.2149640 33.6554619)",,1,0,1,0,
309,30,311,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2150117 33.6554130, -112.2149348 33.6554419)",,1,0,2,0,
31,31,32,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2149640 33.6554619, -112.2149163 33.6555107)",,1,0,1,0,
310,31,312,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2149640 33.6554619, -112.2148871 33.6554908)",,1,0,2,0,
32,32,33,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2149163 33.6555107, -112.2148687 33.6555596)",,1,0,1,0,
311,32,313,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2149163 33.6555107, -112.2148394 33.6555396)",,1,0,2,0,
33,33,34,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2148687 33.6555596, -112.2148210 33.6556084)",,1,0,1,0,
312,33,314,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2148687 33.6555596, -112.2147918 33.6555885)",,1,0,2,0,
34,34,35,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2148210 33.6556084, -112.2147734 33.6556573)",,1,0,1,0,
313,34,315,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2148210 33.6556084, -112.2147441 33.6556373)",,1,0,2,0,
35,35,36,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2147734 33.6556573, -112.2147257 33.6557061)",,1,0,1,0,
314,35,316,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2147734 33.6556573, -112.2146964 33.6556861)",,1,0,2,0,
36,36,37,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2147257 33.6557061, -112.2146780 33.6557550)",,1,0,1,0,
315,36,317,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2147257 33.6557061, -112.2146488 33.6557350)",,1,0,2,0,
37,37,38,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2146780 33.6557550, -112.2146304 33.6558038)",,1,0,1,0,
316,37,318,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2146780 33.6557550, -112.2146011 33.6557838)",,1,0,2,0,
38,38,39,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2146304 33.6558038, -112.2145827 33.6558526)",,1,0,1,0,
317,38,319,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2146304 33.6558038, -112.2145535 33.6558327)",,1,0,2,0,
39,39,40,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2145827 33.6558526, -112.2145350 33.6559015)",,1,0,1,0,
318,39,320,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2145827 33.6558526, -112.2145058 33.6558815)",,1,0,2,0,
40,40,41,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2145350 33.6559015, -112.2144874 33.6559503)",,1,0,1,0,
319,40,321,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2145350 33.6559015, -112.2144581 33.6559304)",,1,0,2,0,
41,41,42,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2144874 33.6559503, -112.2144397 33.6559992)",,1,0,1,0,
320,41,322,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2144874 33.6559503, -112.2144105 33.6559792)",,1,0,2,0,
42,42,43,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2144397 33.6559992, -112.2143920 33.6560480)",,1,0,1,0,
321,42,323,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2144397 33.6559992, -112.2143628 33.6560281)",,1,0,2,0,
43,43,44,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2143920 33.6560480, -112.2143444 33.6560969)",,1,0,1,0,
322,43,324,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2143920 33.6560480, -112.2143151 33.6560769)",,1,0,2,0,
44,44,45,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2143444 33.6560969, -112.2142967 33.6561457)",,1,0,1,0,
323,44,325,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2143444 33.6560969, -112.2142675 33.6561258)",,1,0,2,0,
45,45,46,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2142967 33.6561457, -112.2142491 33.6561946)",,1,0,1,0,
324,45,326,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2142967 33.6561457, -112.2142198 33.6561746)",,1,0,2,0,
46,46,47,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2142491 33.6561946, -112.2142014 33.6562434)",,1,0,1,0,
325,46,327,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2142491 33.6561946, -112.2141721 33.6562235)",,1,0,2,0,
47,47,48,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2142014 33.6562434, -112.2141537 33.6562923)",,1,0,1,0,
326,47,328,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2142014 33.6562434, -112.2141245 33.6562723)",,1,0,2,0,
48,48,49,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2141537 33.6562923, -112.2141061 33.6563411)",,1,0,1,0,
327,48,329,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2141537 33.6562923, -112.2140768 33.6563211)",,1,0,2,0,
49,49,50,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2141061 33.6563411, -112.2140584 33.6563899)",,1,0,1,0,
328,49,330,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2141061 33.6563411, -112.2140292 33.6563700)",,1,0,2,0,
50,50,51,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2140584 33.6563899, -112.2140107 33.6564388)",,1,0,1,0,
329,50,331,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2140584 33.6563899, -112.2139815 33.6564188)",,1,0,2,0,
51,51,52,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2140107 33.6564388, -112.2139631 33.6564876)",,1,0,1,0,
330,51,332,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2140107 33.6564388, -112.2139338 33.6564677)",,1,0,2,0,
52,52,53,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2139631 33.6564876, -112.2139154 33.6565365)",,1,0,1,0,
331,52,333,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2139631 33.6564876, -112.2138862 33.6565165)",,1,0,2,0,
53,53,54,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2139154 33.6565365, -112.2138677 33.6565853)",,1,0,1,0,
332,53,334,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2139154 33.6565365, -112.2138385 33.6565654)",,1,0,2,0,
54,54,55,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2138677 33.6565853, -112.2138201 33.6566342)",,1,0,1,0,
333,54,335,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2138677 33.6565853, -112.2137908 33.6566142)",,1,0,2,0,
55,55,56,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2138201 33.6566342, -112.2137724 33.6566830)",,1,0,1,0,
334,55,336,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2138201 33.6566342, -112.2137432 33.6566631)",,1,0,2,0,
56,56,57,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2137724 33.6566830, -112.2137248 33.6567319)",,1,0,1,0,
335,56,337,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2137724 33.6566830, -112.2136955 33.6567119)",,1,0,2,0,
57,57,58,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2137248 33.6567319, -112.2136771 33.6567807)",,1,0,1,0,
336,57,338,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2137248 33.6567319, -112.2136478 33.6567608)",,1,0,2,0,
58,58,59,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2136771 33.6567807, -112.2136294 33.6568296)",,1,0,1,0,
337,58,339,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2136771 33.6567807, -112.2136002 33.6568096)",,1,0,2,0,
59,59,60,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2136294 33.6568296, -112.2135818 33.6568784)",,1,0,1,0,
338,59,340,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2136294 33.6568296, -112.2135525 33.6568585)",,1,0,2,0,
60,60,61,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2135818 33.6568784, -112.2135341 33.6569273)",,1,0,1,0,
339,60,341,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2135818 33.6568784, -112.2135048 33.6569073)",,1,0,2,0,
61,61,62,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2135341 33.6569273, -112.2134864 33.6569761)",,1,0,1,0,
340,61,342,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2135341 33.6569273, -112.2134572 33.6569561)",,1,0,2,0,
62,62,63,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2134864 33.6569761, -112.2134388 33.6570249)",,1,0,1,0,
341,62,343,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2134864 33.6569761, -112.2134095 33.6570050)",,1,0,2,0,
63,63,64,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2134388 33.6570249, -112.2133911 33.6570738)",,1,0,1,0,
342,63,344,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2134388 33.6570249, -112.2133619 33.6570538)",,1,0,2,0,
64,64,65,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2133911 33.6570738, -112.2133434 33.6571226)",,1,0,1,0,
343,64,345,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2133911 33.6570738, -112.2133142 33.6571027)",,1,0,2,0,
65,65,66,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2133434 33.6571226, -112.2132958 33.6571715)",,1,0,1,0,
344,65,346,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2133434 33.6571226, -112.2132665 33.6571515)",,1,0,2,0,
66,66,67,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2132958 33.6571715, -112.2132481 33.6572203)",,1,0,1,0,
345,66,347,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2132958 33.6571715, -112.2132189 33.6572004)",,1,0,2,0,
67,67,68,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2132481 33.6572203, -112.2132004 33.6572692)",,1,0,1,0,
346,67,348,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2132481 33.6572203, -112.2131712 33.6572492)",,1,0,2,0,
68,68,69,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2132004 33.6572692, -112.2131528 33.6573180)",,1,0,1,0,
347,68,349,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2132004 33.6572692, -112.2131235 33.6572981)",,1,0,2,0,
69,69,70,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2131528 33.6573180, -112.2131051 33.6573669)",,1,0,1,0,
348,69,350,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2131528 33.6573180, -112.2130759 33.6573469)",,1,0,2,0,
70,70,71,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2131051 33.6573669, -112.2130574 33.6574157)",,1,0,1,0,
349,70,351,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2131051 33.6573669, -112.2130282 33.6573958)",,1,0,2,0,
71,71,72,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2130574 33.6574157, -112.2130098 33.6574646)",,1,0,1,0,
350,71,352,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2130574 33.6574157, -112.2129805 33.6574446)",,1,0,2,0,
72,72,73,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2130098 33.6574646, -112.2129621 33.6575134)",,1,0,1,0,
351,72,353,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2130098 33.6574646, -112.2129329 33.6574934)",,1,0,2,0,
73,73,74,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2129621 33.6575134, -112.2129145 33.6575622)",,1,0,1,0,
352,73,354,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2129621 33.6575134, -112.2128852 33.6575423)",,1,0,2,0,
74,74,75,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2129145 33.6575622, -112.2128668 33.6576111)",,1,0,1,0,
353,74,355,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2129145 33.6575622, -112.2128375 33.6575911)",,1,0,2,0,
75,75,76,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2128668 33.6576111, -112.2128191 33.6576599)",,1,0,1,0,
354,75,356,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2128668 33.6576111, -112.2127899 33.6576400)",,1,0,2,0,
76,76,77,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2128191 33.6576599, -112.2127715 33.6577088)",,1,0,1,0,
355,76,357,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2128191 33.6576599, -112.2127422 33.6576888)",,1,0,2,0,
77,77,78,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2127715 33.6577088, -112.2127238 33.6577576)",,1,0,1,0,
356,77,358,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2127715 33.6577088, -112.2126945 33.6577377)",,1,0,2,0,
78,78,79,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2127238 33.6577576, -112.2126761 33.6578065)",,1,0,1,0,
357,78,359,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2127238 33.6577576, -112.2126469 33.6577865)",,1,0,2,0,
79,79,80,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2126761 33.6578065, -112.2126285 33.6578553)",,1,0,1,0,
358,79,360,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2126761 33.6578065, -112.2125992 33.6578354)",,1,0,2,0,
80,80,81,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2126285 33.6578553, -112.2125808 33.6579042)",,1,0,1,0,
359,80,361,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2126285 33.6578553, -112.2125515 33.6578842)",,1,0,2,0,
81,81,82,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2125808 33.6579042, -112.2125331 33.6579530)",,1,0,1,0,
360,81,362,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2125808 33.6579042, -112.2125039 33.6579331)",,1,0,2,0,
82,82,83,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2125331 33.6579530, -112.2124855 33.6580019)",,1,0,1,0,
361,82,363,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2125331 33.6579530, -112.2124562 33.6579819)",,1,0,2,0,
83,83,84,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2124855 33.6580019, -112.2124378 33.6580507)",,1,0,1,0,
362,83,364,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2124855 33.6580019, -112.2124085 33.6580307)",,1,0,2,0,
84,84,85,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2124378 33.6580507, -112.2123901 33.6580995)",,1,0,1,0,
363,84,365,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2124378 33.6580507, -112.2123609 33.6580796)",,1,0,2,0,
85,85,86,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2123901 33.6580995, -112.2123425 33.6581484)",,1,0,1,0,
364,85,366,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2123901 33.6580995, -112.2123132 33.6581284)",,1,0,2,0,
86,86,87,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2123425 33.6581484, -112.2122948 33.6581972)",,1,0,1,0,
365,86,367,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2123425 33.6581484, -112.2122656 33.6581773)",,1,0,2,0,
87,87,88,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2122948 33.6581972, -112.2122471 33.6582461)",,1,0,1,0,
366,87,368,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2122948 33.6581972, -112.2122179 33.6582261)",,1,0,2,0,
88,88,89,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2122471 33.6582461, -112.2121995 33.6582949)",,1,0,1,0,
367,88,369,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2122471 33.6582461, -112.2121702 33.6582750)",,1,0,2,0,
89,89,90,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2121995 33.6582949, -112.2121518 33.6583438)",,1,0,1,0,
368,89,370,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2121995 33.6582949, -112.2121226 33.6583238)",,1,0,2,0,
90,90,91,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2121518 33.6583438, -112.2121041 33.6583926)",,1,0,1,0,
369,90,371,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2121518 33.6583438, -112.2120749 33.6583727)",,1,0,2,0,
91,91,92,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2121041 33.6583926, -112.2120565 33.6584415)",,1,0,1,0,
370,91,372,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2121041 33.6583926, -112.2120272 33.6584215)",,1,0,2,0,
92,92,93,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2120565 33.6584415, -112.2120088 33.6584903)",,1,0,1,0,
371,92,373,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2120565 33.6584415, -112.2119796 33.6584704)",,1,0,2,0,
93,93,94,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2120088 33.6584903, -112.2119611 33.6585392)",,1,0,1,0,
372,93,374,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2120088 33.6584903, -112.2119319 33.6585192)",,1,0,2,0,
94,94,95,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2119611 33.6585392, -112.2119135 33.6585880)",,1,0,1,0,
373,94,375,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2119611 33.6585392, -112.2118842 33.6585680)",,1,0,2,0,
95,95,96,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2119135 33.6585880, -112.2118658 33.6586368)",,1,0,1,0,
374,95,376,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2119135 33.6585880, -112.2118366 33.6586169)",,1,0,2,0,
96,96,97,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2118658 33.6586368, -112.2118181 33.6586857)",,1,0,1,0,
375,96,377,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2118658 33.6586368, -112.2117889 33.6586657)",,1,0,2,0,
97,97,98,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2118181 33.6586857, -112.2117705 33.6587345)",,1,0,1,0,
376,97,378,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2118181 33.6586857, -112.2117412 33.6587146)",,1,0,2,0,
98,98,99,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2117705 33.6587345, -112.2117228 33.6587834)",,1,0,1,0,
377,98,379,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2117705 33.6587345, -112.2116936 33.6587634)",,1,0,2,0,
99,99,100,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2117228 33.6587834, -112.2116751 33.6588322)",,1,0,1,0,
378,99,380,,1,7.82,1,1900,60,,1,,"LINESTRING (-112.2117228 33.6587834, -112.2116459 33.6588123)",,1,0,2,0,
100,100,101,,1,6.99,1,1900,60,,1,,"LINESTRING (-112.2116751 33.6588322, -112.2116275 33.6588811)",,1,0,1,0,
